TimeStamp,,,,TimeStamp,,Specification,Value,Unit
14:21:15.296 -> Flow rate: 58.33 L/m,,,,21:15.3,->,Flow rate:,58.33,L/m
14:21:15.389 -> Flow rate: 66.67 L/m,,,,21:15.4,->,Flow rate:,66.67,L/m
14:21:15.483 -> Flow rate: 66.67 L/m,,,,21:15.5,->,Flow rate:,66.67,L/m
14:21:15.577 -> Flow rate: 66.67 L/m,,,,21:15.6,->,Flow rate:,66.67,L/m
14:21:15.671 -> Flow rate: 58.33 L/m,,,,21:15.7,->,Flow rate:,58.33,L/m
14:21:15.764 -> Flow rate: 66.67 L/m,,,,21:15.8,->,Flow rate:,66.67,L/m
14:21:15.858 -> Flow rate: 66.67 L/m,,,,21:15.9,->,Flow rate:,66.67,L/m
14:21:15.968 -> Flow rate: 66.67 L/m,,,,21:16.0,->,Flow rate:,66.67,L/m
14:21:16.061 -> Flow rate: 66.67 L/m,,,,21:16.1,->,Flow rate:,66.67,L/m
14:21:16.155 -> Flow rate: 66.67 L/m,,,,21:16.2,->,Flow rate:,66.67,L/m
14:21:16.281 -> Flow rate: 66.67 L/m,,,,21:16.3,->,Flow rate:,66.67,L/m
14:21:16.390 -> Flow rate: 66.67 L/m,,,,21:16.4,->,Flow rate:,66.67,L/m
14:21:16.484 -> Flow rate: 66.67 L/m,,,,21:16.5,->,Flow rate:,66.67,L/m
14:21:16.579 -> Flow rate: 66.67 L/m,,,,21:16.6,->,Flow rate:,66.67,L/m
14:21:16.672 -> Flow rate: 66.67 L/m,,,,21:16.7,->,Flow rate:,66.67,L/m
14:21:16.766 -> Flow rate: 66.67 L/m,,,,21:16.8,->,Flow rate:,66.67,L/m
14:21:16.860 -> Flow rate: 66.67 L/m,,,,21:16.9,->,Flow rate:,66.67,L/m
14:21:16.954 -> Flow rate: 58.33 L/m,,,,21:17.0,->,Flow rate:,58.33,L/m
14:21:17.094 -> Flow rate: 66.67 L/m,,,,21:17.1,->,Flow rate:,66.67,L/m
14:21:17.188 -> Flow rate: 66.67 L/m,,,,21:17.2,->,Flow rate:,66.67,L/m
14:21:17.282 -> Flow rate: 66.67 L/m,,,,21:17.3,->,Flow rate:,66.67,L/m
14:21:17.375 -> Flow rate: 66.67 L/m,,,,21:17.4,->,Flow rate:,66.67,L/m
14:21:17.469 -> Flow rate: 66.67 L/m,,,,21:17.5,->,Flow rate:,66.67,L/m
14:21:17.563 -> Flow rate: 66.67 L/m,,,,21:17.6,->,Flow rate:,66.67,L/m
14:21:17.657 -> Flow rate: 66.67 L/m,,,,21:17.7,->,Flow rate:,66.67,L/m
14:21:17.798 -> Flow rate: 66.67 L/m,,,,21:17.8,->,Flow rate:,66.67,L/m
14:21:17.891 -> Flow rate: 58.33 L/m,,,,21:17.9,->,Flow rate:,58.33,L/m
14:21:17.985 -> Flow rate: 58.33 L/m,,,,21:18.0,->,Flow rate:,58.33,L/m
14:21:18.079 -> Flow rate: 58.33 L/m,,,,21:18.1,->,Flow rate:,58.33,L/m
14:21:18.173 -> Flow rate: 58.33 L/m,,,,21:18.2,->,Flow rate:,58.33,L/m
14:21:18.266 -> Flow rate: 66.67 L/m,,,,21:18.3,->,Flow rate:,66.67,L/m
14:21:18.376 -> Flow rate: 66.67 L/m,,,,21:18.4,->,Flow rate:,66.67,L/m
14:21:18.472 -> Flow rate: 58.33 L/m,,,,21:18.5,->,Flow rate:,58.33,L/m
14:21:18.566 -> Flow rate: 66.67 L/m,,,,21:18.6,->,Flow rate:,66.67,L/m
14:21:18.676 -> Flow rate: 66.67 L/m,,,,21:18.7,->,Flow rate:,66.67,L/m
14:21:18.769 -> Flow rate: 66.67 L/m,,,,21:18.8,->,Flow rate:,66.67,L/m
14:21:18.879 -> Flow rate: 66.67 L/m,,,,21:18.9,->,Flow rate:,66.67,L/m
14:21:18.973 -> Flow rate: 75.00 L/m,,,,21:19.0,->,Flow rate:,75,L/m
14:21:19.082 -> Flow rate: 66.67 L/m,,,,21:19.1,->,Flow rate:,66.67,L/m
14:21:19.160 -> Flow rate: 66.67 L/m,,,,21:19.2,->,Flow rate:,66.67,L/m
14:21:19.285 -> Flow rate: 66.67 L/m,,,,21:19.3,->,Flow rate:,66.67,L/m
14:21:19.364 -> Flow rate: 66.67 L/m,,,,21:19.4,->,Flow rate:,66.67,L/m
14:21:19.490 -> Flow rate: 75.00 L/m,,,,21:19.5,->,Flow rate:,75,L/m
14:21:19.586 -> Flow rate: 66.67 L/m,,,,21:19.6,->,Flow rate:,66.67,L/m
14:21:19.680 -> Flow rate: 66.67 L/m,,,,21:19.7,->,Flow rate:,66.67,L/m
14:21:19.789 -> Flow rate: 66.67 L/m,,,,21:19.8,->,Flow rate:,66.67,L/m
14:21:19.883 -> Flow rate: 66.67 L/m,,,,21:19.9,->,Flow rate:,66.67,L/m
14:21:19.977 -> Flow rate: 66.67 L/m,,,,21:20.0,->,Flow rate:,66.67,L/m
14:21:20.055 -> Flow rate: 66.67 L/m,,,,21:20.1,->,Flow rate:,66.67,L/m
14:21:20.196 -> Flow rate: 66.67 L/m,,,,21:20.2,->,Flow rate:,66.67,L/m
14:21:20.290 -> Flow rate: 66.67 L/m,,,,21:20.3,->,Flow rate:,66.67,L/m
14:21:20.384 -> Flow rate: 66.67 L/m,,,,21:20.4,->,Flow rate:,66.67,L/m
14:21:20.480 -> Flow rate: 66.67 L/m,,,,21:20.5,->,Flow rate:,66.67,L/m
14:21:20.575 -> Flow rate: 66.67 L/m,,,,21:20.6,->,Flow rate:,66.67,L/m
14:21:20.670 -> Flow rate: 58.33 L/m,,,,21:20.7,->,Flow rate:,58.33,L/m
14:21:20.767 -> Flow rate: 66.67 L/m,,,,21:20.8,->,Flow rate:,66.67,L/m
14:21:20.860 -> Flow rate: 58.33 L/m,,,,21:20.9,->,Flow rate:,58.33,L/m
14:21:20.954 -> Flow rate: 58.33 L/m,,,,21:21.0,->,Flow rate:,58.33,L/m
14:21:21.095 -> Flow rate: 58.33 L/m,,,,21:21.1,->,Flow rate:,58.33,L/m
14:21:21.158 -> Flow rate: 58.33 L/m,,,,21:21.2,->,Flow rate:,58.33,L/m
14:21:21.256 -> Flow rate: 58.33 L/m,,,,21:21.3,->,Flow rate:,58.33,L/m
14:21:21.398 -> Flow rate: 66.67 L/m,,,,21:21.4,->,Flow rate:,66.67,L/m
14:21:21.491 -> Flow rate: 58.33 L/m,,,,21:21.5,->,Flow rate:,58.33,L/m
14:21:21.587 -> Flow rate: 66.67 L/m,,,,21:21.6,->,Flow rate:,66.67,L/m
14:21:21.684 -> Flow rate: 66.67 L/m,,,,21:21.7,->,Flow rate:,66.67,L/m
14:21:21.777 -> Flow rate: 58.33 L/m,,,,21:21.8,->,Flow rate:,58.33,L/m
14:21:21.871 -> Flow rate: 66.67 L/m,,,,21:21.9,->,Flow rate:,66.67,L/m
14:21:21.966 -> Flow rate: 66.67 L/m,,,,21:22.0,->,Flow rate:,66.67,L/m
14:21:22.061 -> Flow rate: 66.67 L/m,,,,21:22.1,->,Flow rate:,66.67,L/m
14:21:22.189 -> Flow rate: 66.67 L/m,,,,21:22.2,->,Flow rate:,66.67,L/m
14:21:22.285 -> Flow rate: 66.67 L/m,,,,21:22.3,->,Flow rate:,66.67,L/m
14:21:22.380 -> Flow rate: 66.67 L/m,,,,21:22.4,->,Flow rate:,66.67,L/m
14:21:22.474 -> Flow rate: 66.67 L/m,,,,21:22.5,->,Flow rate:,66.67,L/m
14:21:22.569 -> Flow rate: 75.00 L/m,,,,21:22.6,->,Flow rate:,75,L/m
14:21:22.664 -> Flow rate: 66.67 L/m,,,,21:22.7,->,Flow rate:,66.67,L/m
14:21:22.759 -> Flow rate: 58.33 L/m,,,,21:22.8,->,Flow rate:,58.33,L/m
14:21:22.854 -> Flow rate: 66.67 L/m,,,,21:22.9,->,Flow rate:,66.67,L/m
14:21:22.996 -> Flow rate: 66.67 L/m,,,,21:23.0,->,Flow rate:,66.67,L/m
14:21:23.090 -> Flow rate: 66.67 L/m,,,,21:23.1,->,Flow rate:,66.67,L/m
14:21:23.186 -> Flow rate: 66.67 L/m,,,,21:23.2,->,Flow rate:,66.67,L/m
14:21:23.297 -> Flow rate: 66.67 L/m,,,,21:23.3,->,Flow rate:,66.67,L/m
14:21:23.390 -> Flow rate: 66.67 L/m,,,,21:23.4,->,Flow rate:,66.67,L/m
14:21:23.470 -> Flow rate: 58.33 L/m,,,,21:23.5,->,Flow rate:,58.33,L/m
14:21:23.565 -> Flow rate: 66.67 L/m,,,,21:23.6,->,Flow rate:,66.67,L/m
14:21:23.676 -> Flow rate: 58.33 L/m,,,,21:23.7,->,Flow rate:,58.33,L/m
14:21:23.771 -> Flow rate: 58.33 L/m,,,,21:23.8,->,Flow rate:,58.33,L/m
14:21:23.866 -> Flow rate: 58.33 L/m,,,,21:23.9,->,Flow rate:,58.33,L/m
14:21:23.993 -> Flow rate: 66.67 L/m,,,,21:24.0,->,Flow rate:,66.67,L/m
14:21:24.088 -> Flow rate: 58.33 L/m,,,,21:24.1,->,Flow rate:,58.33,L/m
14:21:24.183 -> Flow rate: 66.67 L/m,,,,21:24.2,->,Flow rate:,66.67,L/m
14:21:24.278 -> Flow rate: 58.33 L/m,,,,21:24.3,->,Flow rate:,58.33,L/m
14:21:24.374 -> Flow rate: 66.67 L/m,,,,21:24.4,->,Flow rate:,66.67,L/m
14:21:24.454 -> Flow rate: 66.67 L/m,,,,21:24.5,->,Flow rate:,66.67,L/m
14:21:24.554 -> Flow rate: 66.67 L/m,,,,21:24.6,->,Flow rate:,66.67,L/m
14:21:24.690 -> Flow rate: 66.67 L/m,,,,21:24.7,->,Flow rate:,66.67,L/m
14:21:24.786 -> Flow rate: 75.00 L/m,,,,21:24.8,->,Flow rate:,75,L/m
14:21:24.882 -> Flow rate: 66.67 L/m,,,,21:24.9,->,Flow rate:,66.67,L/m
14:21:24.978 -> Flow rate: 66.67 L/m,,,,21:25.0,->,Flow rate:,66.67,L/m
14:21:25.073 -> Flow rate: 66.67 L/m,,,,21:25.1,->,Flow rate:,66.67,L/m
14:21:25.169 -> Flow rate: 66.67 L/m,,,,21:25.2,->,Flow rate:,66.67,L/m
14:21:25.264 -> Flow rate: 66.67 L/m,,,,21:25.3,->,Flow rate:,66.67,L/m
14:21:25.359 -> Flow rate: 66.67 L/m,,,,21:25.4,->,Flow rate:,66.67,L/m
14:21:25.486 -> Flow rate: 66.67 L/m,,,,21:25.5,->,Flow rate:,66.67,L/m
14:21:25.581 -> Flow rate: 58.33 L/m,,,,21:25.6,->,Flow rate:,58.33,L/m
14:21:25.677 -> Flow rate: 66.67 L/m,,,,21:25.7,->,Flow rate:,66.67,L/m
14:21:25.772 -> Flow rate: 66.67 L/m,,,,21:25.8,->,Flow rate:,66.67,L/m
14:21:25.882 -> Flow rate: 66.67 L/m,,,,21:25.9,->,Flow rate:,66.67,L/m
14:21:25.979 -> Flow rate: 66.67 L/m,,,,21:26.0,->,Flow rate:,66.67,L/m
14:21:26.077 -> Flow rate: 66.67 L/m,,,,21:26.1,->,Flow rate:,66.67,L/m
14:21:26.172 -> Flow rate: 58.33 L/m,,,,21:26.2,->,Flow rate:,58.33,L/m
14:21:26.266 -> Flow rate: 66.67 L/m,,,,21:26.3,->,Flow rate:,66.67,L/m
14:21:26.375 -> Flow rate: 58.33 L/m,,,,21:26.4,->,Flow rate:,58.33,L/m
14:21:26.472 -> Flow rate: 58.33 L/m,,,,21:26.5,->,Flow rate:,58.33,L/m
14:21:26.566 -> Flow rate: 66.67 L/m,,,,21:26.6,->,Flow rate:,66.67,L/m
14:21:26.661 -> Flow rate: 66.67 L/m,,,,21:26.7,->,Flow rate:,66.67,L/m
14:21:26.758 -> Flow rate: 58.33 L/m,,,,21:26.8,->,Flow rate:,58.33,L/m
14:21:26.900 -> Flow rate: 66.67 L/m,,,,21:26.9,->,Flow rate:,66.67,L/m
14:21:26.980 -> Flow rate: 58.33 L/m,,,,21:27.0,->,Flow rate:,58.33,L/m
14:21:27.075 -> Flow rate: 58.33 L/m,,,,21:27.1,->,Flow rate:,58.33,L/m
14:21:27.170 -> Flow rate: 66.67 L/m,,,,21:27.2,->,Flow rate:,66.67,L/m
14:21:27.265 -> Flow rate: 58.33 L/m,,,,21:27.3,->,Flow rate:,58.33,L/m
14:21:27.359 -> Flow rate: 66.67 L/m,,,,21:27.4,->,Flow rate:,66.67,L/m
14:21:27.454 -> Flow rate: 66.67 L/m,,,,21:27.5,->,Flow rate:,66.67,L/m
14:21:27.564 -> Flow rate: 66.67 L/m,,,,21:27.6,->,Flow rate:,66.67,L/m
14:21:27.691 -> Flow rate: 58.33 L/m,,,,21:27.7,->,Flow rate:,58.33,L/m
14:21:27.786 -> Flow rate: 75.00 L/m,,,,21:27.8,->,Flow rate:,75,L/m
14:21:27.881 -> Flow rate: 66.67 L/m,,,,21:27.9,->,Flow rate:,66.67,L/m
14:21:27.975 -> Flow rate: 66.67 L/m,,,,21:28.0,->,Flow rate:,66.67,L/m
14:21:28.071 -> Flow rate: 66.67 L/m,,,,21:28.1,->,Flow rate:,66.67,L/m
14:21:28.165 -> Flow rate: 66.67 L/m,,,,21:28.2,->,Flow rate:,66.67,L/m
14:21:28.261 -> Flow rate: 66.67 L/m,,,,21:28.3,->,Flow rate:,66.67,L/m
14:21:28.370 -> Flow rate: 66.67 L/m,,,,21:28.4,->,Flow rate:,66.67,L/m
14:21:28.466 -> Flow rate: 66.67 L/m,,,,21:28.5,->,Flow rate:,66.67,L/m
14:21:28.561 -> Flow rate: 66.67 L/m,,,,21:28.6,->,Flow rate:,66.67,L/m
14:21:28.655 -> Flow rate: 66.67 L/m,,,,21:28.7,->,Flow rate:,66.67,L/m
14:21:28.782 -> Flow rate: 66.67 L/m,,,,21:28.8,->,Flow rate:,66.67,L/m
14:21:28.877 -> Flow rate: 58.33 L/m,,,,21:28.9,->,Flow rate:,58.33,L/m
14:21:28.972 -> Flow rate: 66.67 L/m,,,,21:29.0,->,Flow rate:,66.67,L/m
14:21:29.067 -> Flow rate: 66.67 L/m,,,,21:29.1,->,Flow rate:,66.67,L/m
14:21:29.161 -> Flow rate: 58.33 L/m,,,,21:29.2,->,Flow rate:,58.33,L/m
14:21:29.257 -> Flow rate: 66.67 L/m,,,,21:29.3,->,Flow rate:,66.67,L/m
14:21:29.352 -> Flow rate: 66.67 L/m,,,,21:29.4,->,Flow rate:,66.67,L/m
14:21:29.465 -> Flow rate: 66.67 L/m,,,,21:29.5,->,Flow rate:,66.67,L/m
14:21:29.558 -> Flow rate: 66.67 L/m,,,,21:29.6,->,Flow rate:,66.67,L/m
14:21:29.702 -> Flow rate: 66.67 L/m,,,,21:29.7,->,Flow rate:,66.67,L/m
14:21:29.764 -> Flow rate: 66.67 L/m,,,,21:29.8,->,Flow rate:,66.67,L/m
14:21:29.859 -> Flow rate: 41.67 L/m,,,,21:29.9,->,Flow rate:,41.67,L/m
14:21:29.953 -> Flow rate: 25.00 L/m,,,,21:30.0,->,Flow rate:,25,L/m
14:21:30.095 -> Flow rate: 25.00 L/m,,,,21:30.1,->,Flow rate:,25,L/m
14:21:30.189 -> Flow rate: 8.33 L/m,,,,21:30.2,->,Flow rate:,8.33,L/m
14:21:30.285 -> Flow rate: 8.33 L/m,,,,21:30.3,->,Flow rate:,8.33,L/m
14:21:30.380 -> Flow rate: 8.33 L/m,,,,21:30.4,->,Flow rate:,8.33,L/m
14:21:30.474 -> Flow rate: 0.00 L/m,,,,21:30.5,->,Flow rate:,0,L/m
14:21:30.569 -> Flow rate: 8.33 L/m,,,,21:30.6,->,Flow rate:,8.33,L/m
14:21:30.663 -> Flow rate: 0.00 L/m,,,,21:30.7,->,Flow rate:,0,L/m
14:21:30.758 -> Flow rate: 0.00 L/m,,,,21:30.8,->,Flow rate:,0,L/m
14:21:30.852 -> Flow rate: 8.33 L/m,,,,21:30.9,->,Flow rate:,8.33,L/m
14:21:30.994 -> Flow rate: 0.00 L/m,,,,21:31.0,->,Flow rate:,0,L/m
14:21:31.088 -> Flow rate: 0.00 L/m,,,,21:31.1,->,Flow rate:,0,L/m
14:21:31.187 -> Flow rate: 0.00 L/m,,,,21:31.2,->,Flow rate:,0,L/m
14:21:31.279 -> Flow rate: 0.00 L/m,,,,21:31.3,->,Flow rate:,0,L/m
14:21:31.374 -> Flow rate: 0.00 L/m,,,,21:31.4,->,Flow rate:,0,L/m
14:21:31.468 -> Flow rate: 0.00 L/m,,,,21:31.5,->,Flow rate:,0,L/m
14:21:31.563 -> Flow rate: 0.00 L/m,,,,21:31.6,->,Flow rate:,0,L/m
14:21:31.657 -> Flow rate: 0.00 L/m,,,,21:31.7,->,Flow rate:,0,L/m
14:21:31.800 -> Flow rate: 0.00 L/m,,,,21:31.8,->,Flow rate:,0,L/m
14:21:31.895 -> Flow rate: 8.33 L/m,,,,21:31.9,->,Flow rate:,8.33,L/m
14:21:31.992 -> Flow rate: 0.00 L/m,,,,21:32.0,->,Flow rate:,0,L/m
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,->,,,
